,posx,posy,posz,velx,vely,velz,angx,angy,angz,gyrx,gyry,gryz,accx,accy,accz,tposx,tposy,tposz,tvelx,tvely,tvelz
26,5.329,40.339,125.582,43.63521659890649,119.4097855039954,23.587550820131348,0.03987609729254663,0.003711000778795165,0.991464618831394,17.14,21.79,-1.73,-1.97,-3.17,-99.75,31.00405983330912,45.0964732525844,33.65214303341068,27.91430316799337,-44.585466461150034,-150.8266211310981
27,4.209,42.894,125.159,-41.5784979767606,94.8509485094851,-15.703307718008228,0.03987609729254663,0.003711000778795165,0.991464618831394,17.14,21.79,-1.73,-1.97,-3.17,-99.75,31.282159397698198,45.05243992624285,33.81184699227486,63.47635372022234,-35.596749210922056,-134.67447083916568
28,4.3,44.567,125.071,3.24582679412185,59.67327721500934,-3.1388215151950383,0.03987609729254663,0.003711000778795165,0.991464618831394,17.14,21.79,-1.73,-1.97,-3.17,-99.75,31.55944385086801,45.00694549910785,33.97137107804558,45.591593643410064,-25.08670197342543,-139.31355612090766
29,4.66,46.015,125.169,13.008600130086013,52.323480523234814,3.5412300354122634,0.056411467158468925,-0.010343418031263232,0.991427049404589,3.4,13.82,-1.72,-0.07,-3.78,-104.52,31.97379517533152,44.93596158687113,34.21031035828016,43.697928292223104,-24.478848992163343,-140.69105353398152
30,3.326,44.289,125.613,-14.605892722236213,-18.897879189340106,4.861331610699338,0.056411467158468925,-0.010343418031263232,0.991427049404589,3.4,13.82,-1.72,-0.07,-3.78,-104.52,32.93288766765211,44.7575153839462,34.766139962177746,80.87920102302265,23.948876108921556,-140.9521262009169
31,3.131,44.182,125.859,-7.43423560808236,-4.079298513152852,9.378574151734467,0.05376241984539418,-0.02661394244767799,0.9913703678288792,0.02,23.05,-1.11,-1.49,-3.8,-97.81,33.20483066500633,44.70323032046489,34.92449271148448,54.220059104373185,1.6090556509102247,-144.08188520336833
32,3.75,45.287,125.997,19.162306906479284,34.207349162616374,4.272049035693442,0.05376241984539418,-0.02661394244767799,0.9913703678288792,0.02,23.05,-1.11,-1.49,-3.8,-97.81,33.47580848871028,44.647476712823696,35.0826348700792,41.449186682834416,-18.415355675484648,-142.43342087505525
33,3.877,46.447,126.24,3.781562648880412,34.54025726536457,7.235588375416715,0.05376241984539418,-0.02661394244767799,0.9913703678288792,0.02,23.05,-1.11,-1.49,-3.8,-97.81,33.880418846392864,44.561091005323604,35.319443635055755,51.26952295407549,-21.656662734143506,-142.83814201831404
34,3.853,48.405,126.121,-0.8688411830720623,70.88295985229693,-4.3080041993990426,0.042414454400853965,-0.04063606654394729,0.9912873111693808,-11.99,9.8,0.72,-2.75,-0.89,-102.15,34.28273764610714,44.47139673759753,35.55575384049163,54.16947010010236,-36.89117113786274,-136.85778338888986
35,3.53,46.945,125.806,-10.377176636895213,-46.906123498040245,-10.120156782111344,0.042414454400853965,-0.04063606654394729,0.9912873111693808,-11.99,9.8,0.72,-2.75,-0.89,-102.15,34.68269314133823,44.37839171482985,35.791550639469115,59.754060660367365,16.475349650767733,-133.06073351137115
36,4.059,47.857,126.088,17.82885645916889,30.7370833473762,9.504229719254374,0.042414454400853965,-0.04063606654394729,0.9912873111693808,-11.99,9.8,0.72,-2.75,-0.89,-102.15,34.94798183787137,44.31454811560089,35.948455945276116,44.540031933455154,-20.199303446941208,-143.39550457881143
37,3.6010000000000004,47.46100000000001,125.675,-13.683078393881454,-11.830783938814552,-12.338671128106975,0.03627510451122312,-0.03184747616984172,0.9913411126063096,-1.14,-15.11,1.17,-1.92,-1.21,-99.91,35.212167198956706,44.24923174641953,36.1051220674746,60.46231291864228,-0.08222169584185313,-132.07971652108785
38,1.7080000000000002,46.015,124.592,-64.99347661882854,-49.64636407333647,-37.18327267733292,0.03627510451122312,-0.03184747616984172,0.9913411126063096,-1.14,-15.11,1.17,-1.92,-1.21,-99.91,35.60633028666565,44.148494851082496,36.339663150275854,87.5278248656992,17.248533486144396,-118.7930526120483
39,1.306,46.567,124.377,-13.196336539408462,18.12034271082952,-7.0577421790369765,0.03627510451122312,-0.03184747616984172,0.9913411126063096,-1.14,-15.11,1.17,-1.92,-1.21,-99.91,35.867664974601674,44.079494863245145,36.49571204988036,64.21183432916496,-13.220382882265715,-132.40788858761982
40,1.242,46.67,124.271,-1.9841884979073032,3.1933033638196107,-3.2863121996587985,0.03627510451122312,-0.03184747616984172,0.9913411126063096,-1.14,-15.11,1.17,-1.92,-1.21,-99.91,36.2574533935176,43.97323113857345,36.72930665518253,61.78108811156143,-7.372882982514974,-132.34653947183114
